Date,Artist,Song
2/9/1960,Mark Dinning,Teen Angel
2/10/1960,Mark Dinning,Teen Angel
2/11/1960,Mark Dinning,Teen Angel
2/12/1960,Mark Dinning,Teen Angel
2/13/1960,Mark Dinning,Teen Angel
2/14/1960,Mark Dinning,Teen Angel
2/15/1960,Mark Dinning,Teen Angel
2/16/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/17/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/18/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/19/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/20/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/21/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/22/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/23/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/24/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/25/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/26/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/27/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/28/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
2/29/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/1/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/2/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/3/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/4/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/5/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/6/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/7/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/8/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/9/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/10/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/11/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/12/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/13/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/14/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/15/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/16/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/17/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/18/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/19/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/20/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/21/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/22/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/23/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/24/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/25/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/26/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/27/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/28/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/29/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/30/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
3/31/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/1/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/2/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/3/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/4/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/5/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/6/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/7/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/8/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/9/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/10/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/11/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/12/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/13/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/14/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/15/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/16/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/17/1960,Percy Faith And His Orchestra,"The Theme From ""A Summer Place"""
4/19/1960,Elvis Presley With The Jordanaires,Stuck On You
4/21/1960,Elvis Presley With The Jordanaires,Stuck On You
4/22/1960,Elvis Presley With The Jordanaires,Stuck On You
4/23/1960,Elvis Presley With The Jordanaires,Stuck On You
4/24/1960,Elvis Presley With The Jordanaires,Stuck On You
4/25/1960,Elvis Presley With The Jordanaires,Stuck On You
4/26/1960,Elvis Presley With The Jordanaires,Stuck On You
4/27/1960,Elvis Presley With The Jordanaires,Stuck On You
4/28/1960,Elvis Presley With The Jordanaires,Stuck On You
4/29/1960,Elvis Presley With The Jordanaires,Stuck On You
4/30/1960,Elvis Presley With The Jordanaires,Stuck On You
5/1/1960,Elvis Presley With The Jordanaires,Stuck On You
5/2/1960,Elvis Presley With The Jordanaires,Stuck On You
5/3/1960,Elvis Presley With The Jordanaires,Stuck On You
5/4/1960,Elvis Presley With The Jordanaires,Stuck On You
5/5/1960,Elvis Presley With The Jordanaires,Stuck On You
5/6/1960,Elvis Presley With The Jordanaires,Stuck On You
5/7/1960,Elvis Presley With The Jordanaires,Stuck On You
5/8/1960,Elvis Presley With The Jordanaires,Stuck On You
5/9/1960,Elvis Presley With The Jordanaires,Stuck On You
5/10/1960,Elvis Presley With The Jordanaires,Stuck On You
5/11/1960,Elvis Presley With The Jordanaires,Stuck On You
5/12/1960,Elvis Presley With The Jordanaires,Stuck On You
5/13/1960,Elvis Presley With The Jordanaires,Stuck On You
5/14/1960,Elvis Presley With The Jordanaires,Stuck On You
5/15/1960,Elvis Presley With The Jordanaires,Stuck On You
5/16/1960,Elvis Presley With The Jordanaires,Stuck On You
5/17/1960,The Everly Brothers,Cathy's Clown
5/18/1960,The Everly Brothers,Cathy's Clown
5/19/1960,The Everly Brothers,Cathy's Clown
5/20/1960,The Everly Brothers,Cathy's Clown
5/21/1960,The Everly Brothers,Cathy's Clown
5/22/1960,The Everly Brothers,Cathy's Clown
5/23/1960,The Everly Brothers,Cathy's Clown
5/24/1960,The Everly Brothers,Cathy's Clown
5/25/1960,The Everly Brothers,Cathy's Clown
5/26/1960,The Everly Brothers,Cathy's Clown
5/27/1960,The Everly Brothers,Cathy's Clown
5/28/1960,The Everly Brothers,Cathy's Clown
5/29/1960,The Everly Brothers,Cathy's Clown
5/30/1960,The Everly Brothers,Cathy's Clown
5/31/1960,The Everly Brothers,Cathy's Clown
6/1/1960,The Everly Brothers,Cathy's Clown
6/2/1960,The Everly Brothers,Cathy's Clown
6/3/1960,The Everly Brothers,Cathy's Clown
6/4/1960,The Everly Brothers,Cathy's Clown
6/5/1960,The Everly Brothers,Cathy's Clown
6/6/1960,The Everly Brothers,Cathy's Clown
6/7/1960,The Everly Brothers,Cathy's Clown
6/8/1960,The Everly Brothers,Cathy's Clown
6/9/1960,The Everly Brothers,Cathy's Clown
6/10/1960,The Everly Brothers,Cathy's Clown
6/11/1960,The Everly Brothers,Cathy's Clown
6/12/1960,The Everly Brothers,Cathy's Clown
6/13/1960,The Everly Brothers,Cathy's Clown
6/14/1960,The Everly Brothers,Cathy's Clown
6/15/1960,The Everly Brothers,Cathy's Clown
6/16/1960,The Everly Brothers,Cathy's Clown
6/17/1960,The Everly Brothers,Cathy's Clown
6/18/1960,The Everly Brothers,Cathy's Clown
6/19/1960,The Everly Brothers,Cathy's Clown
6/20/1960,The Everly Brothers,Cathy's Clown
6/21/1960,Connie Francis,Everybody's Somebody's Fool
6/22/1960,Connie Francis,Everybody's Somebody's Fool
6/23/1960,Connie Francis,Everybody's Somebody's Fool
6/24/1960,Connie Francis,Everybody's Somebody's Fool
6/25/1960,Connie Francis,Everybody's Somebody's Fool
6/26/1960,Connie Francis,Everybody's Somebody's Fool
6/27/1960,Connie Francis,Everybody's Somebody's Fool
6/28/1960,Connie Francis,Everybody's Somebody's Fool
6/29/1960,Connie Francis,Everybody's Somebody's Fool
6/30/1960,Connie Francis,Everybody's Somebody's Fool
7/1/1960,Connie Francis,Everybody's Somebody's Fool
7/2/1960,Connie Francis,Everybody's Somebody's Fool
7/3/1960,Connie Francis,Everybody's Somebody's Fool
7/4/1960,Connie Francis,Everybody's Somebody's Fool
7/5/1960,Hollywood Argyles,Alley-Oop
7/6/1960,Hollywood Argyles,Alley-Oop
7/7/1960,Hollywood Argyles,Alley-Oop
7/8/1960,Hollywood Argyles,Alley-Oop
7/9/1960,Hollywood Argyles,Alley-Oop
7/10/1960,Hollywood Argyles,Alley-Oop
7/11/1960,Hollywood Argyles,Alley-Oop
7/12/1960,Brenda Lee,I'm Sorry
7/13/1960,Brenda Lee,I'm Sorry
7/14/1960,Brenda Lee,I'm Sorry
7/15/1960,Brenda Lee,I'm Sorry
7/16/1960,Brenda Lee,I'm Sorry
7/17/1960,Brenda Lee,I'm Sorry
7/18/1960,Brenda Lee,I'm Sorry
7/19/1960,Brenda Lee,I'm Sorry
7/20/1960,Brenda Lee,I'm Sorry
7/21/1960,Brenda Lee,I'm Sorry
7/22/1960,Brenda Lee,I'm Sorry
7/23/1960,Brenda Lee,I'm Sorry
7/24/1960,Brenda Lee,I'm Sorry
7/25/1960,Brenda Lee,I'm Sorry
7/26/1960,Brenda Lee,I'm Sorry
7/27/1960,Brenda Lee,I'm Sorry
7/28/1960,Brenda Lee,I'm Sorry
7/29/1960,Brenda Lee,I'm Sorry
7/30/1960,Brenda Lee,I'm Sorry
7/31/1960,Brenda Lee,I'm Sorry
8/1/1960,Brenda Lee,I'm Sorry
8/2/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/3/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/4/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/5/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/6/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/7/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/8/1960,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini
8/9/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/10/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/11/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/12/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/13/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/14/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/15/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/16/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/17/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/18/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/19/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/20/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/21/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/22/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/23/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/24/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/25/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/26/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/27/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/28/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/29/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/30/1960,Elvis Presley With The Jordanaires,It's Now Or Never
8/31/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/1/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/2/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/3/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/4/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/5/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/6/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/7/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/8/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/9/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/10/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/11/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/12/1960,Elvis Presley With The Jordanaires,It's Now Or Never
9/13/1960,Chubby Checker,The Twist
9/14/1960,Chubby Checker,The Twist
9/15/1960,Chubby Checker,The Twist
9/16/1960,Chubby Checker,The Twist
9/17/1960,Chubby Checker,The Twist
9/18/1960,Chubby Checker,The Twist
9/19/1960,Chubby Checker,The Twist
9/20/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/21/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/22/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/23/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/24/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/25/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/26/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/27/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/28/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/29/1960,Connie Francis,My Heart Has A Mind Of Its Own
9/30/1960,Connie Francis,My Heart Has A Mind Of Its Own
10/1/1960,Connie Francis,My Heart Has A Mind Of Its Own
10/2/1960,Connie Francis,My Heart Has A Mind Of Its Own
10/3/1960,Connie Francis,My Heart Has A Mind Of Its Own
10/4/1960,Larry Verne,Mr. Custer
10/5/1960,Larry Verne,Mr. Custer
10/6/1960,Larry Verne,Mr. Custer
10/7/1960,Larry Verne,Mr. Custer
10/8/1960,Larry Verne,Mr. Custer
10/9/1960,Larry Verne,Mr. Custer
10/10/1960,Larry Verne,Mr. Custer
10/11/1960,The Drifters,Save The Last Dance For Me
10/12/1960,The Drifters,Save The Last Dance For Me
10/13/1960,The Drifters,Save The Last Dance For Me
10/14/1960,The Drifters,Save The Last Dance For Me
10/15/1960,The Drifters,Save The Last Dance For Me
10/16/1960,The Drifters,Save The Last Dance For Me
10/17/1960,The Drifters,Save The Last Dance For Me
10/18/1960,Brenda Lee,I Want To Be Wanted
10/19/1960,Brenda Lee,I Want To Be Wanted
10/20/1960,Brenda Lee,I Want To Be Wanted
10/21/1960,Brenda Lee,I Want To Be Wanted
10/22/1960,Brenda Lee,I Want To Be Wanted
10/23/1960,Brenda Lee,I Want To Be Wanted
10/24/1960,Brenda Lee,I Want To Be Wanted
10/25/1960,The Drifters,Save The Last Dance For Me
10/26/1960,The Drifters,Save The Last Dance For Me
10/27/1960,The Drifters,Save The Last Dance For Me
10/28/1960,The Drifters,Save The Last Dance For Me
10/29/1960,The Drifters,Save The Last Dance For Me
10/30/1960,The Drifters,Save The Last Dance For Me
10/31/1960,The Drifters,Save The Last Dance For Me
11/1/1960,The Drifters,Save The Last Dance For Me
11/2/1960,The Drifters,Save The Last Dance For Me
11/3/1960,The Drifters,Save The Last Dance For Me
11/4/1960,The Drifters,Save The Last Dance For Me
11/5/1960,The Drifters,Save The Last Dance For Me
11/6/1960,The Drifters,Save The Last Dance For Me
11/7/1960,The Drifters,Save The Last Dance For Me
11/8/1960,Ray Charles,Georgia On My Mind
11/9/1960,Ray Charles,Georgia On My Mind
11/10/1960,Ray Charles,Georgia On My Mind
11/11/1960,Ray Charles,Georgia On My Mind
11/12/1960,Ray Charles,Georgia On My Mind
11/13/1960,Ray Charles,Georgia On My Mind
11/14/1960,Ray Charles,Georgia On My Mind
11/15/1960,Maurice Williams & The Zodiacs,Stay
11/16/1960,Maurice Williams & The Zodiacs,Stay
11/17/1960,Maurice Williams & The Zodiacs,Stay
11/18/1960,Maurice Williams & The Zodiacs,Stay
11/19/1960,Maurice Williams & The Zodiacs,Stay
11/20/1960,Maurice Williams & The Zodiacs,Stay
11/21/1960,Maurice Williams & The Zodiacs,Stay
11/22/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/23/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/24/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/25/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/26/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/27/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/28/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/29/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
11/30/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/1/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/2/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/3/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/4/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/5/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/6/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/7/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/8/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/9/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/10/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/11/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/12/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/13/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/14/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/15/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/16/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/17/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/18/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/19/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/21/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/22/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/23/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/24/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/25/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/26/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/27/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/28/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/29/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/30/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
12/31/1960,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
1/1/1961,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
1/2/1961,Elvis Presley With The Jordanaires,Are You Lonesome To-night?
1/3/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/4/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/5/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/6/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/7/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/8/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/9/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/10/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/11/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/12/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/13/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/14/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/15/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/16/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/17/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/18/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/19/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/20/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/21/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/22/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/23/1961,Bert Kaempfert And His Orchestra,Wonderland By Night
1/24/1961,The Shirelles,Will You Love Me Tomorrow
1/25/1961,The Shirelles,Will You Love Me Tomorrow
1/26/1961,The Shirelles,Will You Love Me Tomorrow
1/27/1961,The Shirelles,Will You Love Me Tomorrow
1/28/1961,The Shirelles,Will You Love Me Tomorrow
1/29/1961,The Shirelles,Will You Love Me Tomorrow
1/30/1961,The Shirelles,Will You Love Me Tomorrow
1/31/1961,The Shirelles,Will You Love Me Tomorrow
2/1/1961,The Shirelles,Will You Love Me Tomorrow
2/2/1961,The Shirelles,Will You Love Me Tomorrow
2/3/1961,The Shirelles,Will You Love Me Tomorrow
2/4/1961,The Shirelles,Will You Love Me Tomorrow
2/5/1961,The Shirelles,Will You Love Me Tomorrow
2/6/1961,The Shirelles,Will You Love Me Tomorrow
2/7/1961,Lawrence Welk And His Orchestra,Calcutta
2/8/1961,Lawrence Welk And His Orchestra,Calcutta
2/9/1961,Lawrence Welk And His Orchestra,Calcutta
2/10/1961,Lawrence Welk And His Orchestra,Calcutta
2/11/1961,Lawrence Welk And His Orchestra,Calcutta
2/12/1961,Lawrence Welk And His Orchestra,Calcutta
2/13/1961,Lawrence Welk And His Orchestra,Calcutta
2/14/1961,Lawrence Welk And His Orchestra,Calcutta
2/15/1961,Lawrence Welk And His Orchestra,Calcutta
2/16/1961,Lawrence Welk And His Orchestra,Calcutta
2/17/1961,Lawrence Welk And His Orchestra,Calcutta
2/18/1961,Lawrence Welk And His Orchestra,Calcutta
